_ID,0002
Time,Centre position X,Centre position Y,In platform,In nw quad,In ne quad,In sw quad,In se quad,In perimeter
0:00:00.000,,,0,1,0,0,0,0
0:00:00.096,433,192,0,1,0,0,0,0
0:00:00.128,432,195,0,1,0,0,0,0
0:00:00.196,431,201,0,1,0,0,0,0
0:00:00.262,432,208,0,1,0,0,0,0
0:00:00.329,434,211,0,1,0,0,0,0
0:00:00.396,437,218,0,0,1,0,0,0
0:00:00.429,438,221,0,0,1,0,0,0
0:00:00.496,443,228,0,0,1,0,0,0
0:00:00.561,447,233,0,0,1,0,0,0
0:00:00.629,452,236,0,0,1,0,0,0
0:00:00.696,459,239,0,0,1,0,0,0
0:00:00.761,465,241,0,0,1,0,0,0
0:00:00.828,472,242,0,0,1,0,0,0
0:00:00.896,478,242,0,0,1,0,0,0
0:00:00.962,484,240,0,0,1,0,0,0
0:00:01.029,489,237,0,0,1,0,0,0
0:00:01.095,494,233,0,0,1,0,0,0
0:00:01.162,497,227,0,0,1,0,0,0
0:00:01.228,498,222,0,0,1,0,0,0
0:00:01.295,499,216,0,0,1,0,0,0
0:00:01.362,499,210,0,1,0,0,0,0
0:00:01.395,498,210,0,1,0,0,0,0
0:00:01.462,495,204,0,1,0,0,0,0
0:00:01.528,485,196,0,1,0,0,0,0
0:00:01.595,476,192,0,1,0,0,0,0
0:00:01.662,469,190,0,1,0,0,0,0
0:00:01.729,461,190,0,1,0,0,0,0
0:00:01.794,455,191,0,1,0,0,0,0
0:00:01.861,448,194,0,1,0,0,0,0
0:00:01.928,443,198,0,1,0,0,0,0
0:00:01.995,437,202,0,1,0,0,0,0
0:00:02.062,432,206,0,1,0,0,0,0
0:00:02.129,427,210,0,1,0,0,0,0
0:00:02.195,423,215,0,0,1,0,0,0
0:00:02.229,421,218,0,0,1,0,0,0
0:00:02.295,417,225,0,0,1,0,0,0
0:00:02.362,414,231,0,0,1,0,0,0
0:00:02.429,411,239,0,0,1,0,0,0
0:00:02.495,409,246,0,0,1,0,0,0
0:00:02.561,408,254,0,0,1,0,0,0
0:00:02.629,407,260,0,0,1,0,0,0
0:00:02.694,406,269,0,0,1,0,0,0
0:00:02.761,407,277,0,0,1,0,0,0
0:00:02.829,408,283,0,0,1,0,0,0
0:00:02.895,409,289,0,0,1,0,0,0
0:00:02.962,412,297,0,0,1,0,0,0
0:00:03.028,414,304,0,0,1,0,0,0
0:00:03.095,417,310,0,0,1,0,0,0
0:00:03.161,420,317,0,0,1,0,0,0
0:00:03.228,423,324,0,0,1,0,0,0
0:00:03.294,426,330,0,0,1,0,0,0
0:00:03.362,428,333,0,0,1,0,0,0
0:00:03.427,428,332,0,0,1,0,0,0
0:00:03.495,428,331,0,0,1,0,0,0
0:00:03.562,428,329,0,0,1,0,0,0
0:00:03.628,429,326,0,0,1,0,0,0
0:00:03.694,430,325,0,0,1,0,0,0
0:00:03.762,431,324,0,0,1,0,0,0
0:00:03.828,431,324,0,0,1,0,0,0
0:00:03.895,434,323,0,0,1,0,0,0
0:00:03.962,435,323,0,0,1,0,0,0
0:00:04.028,438,324,0,0,1,0,0,0
0:00:04.095,441,323,0,0,1,0,0,0
0:00:04.161,443,323,0,0,1,0,0,0
0:00:04.227,446,322,0,0,1,0,0,0
0:00:04.294,450,319,0,0,1,0,0,0
0:00:04.361,452,316,0,0,1,0,0,0
0:00:04.428,456,309,0,0,1,0,0,0
0:00:04.495,459,304,0,0,1,0,0,0
0:00:04.562,462,295,0,0,1,0,0,0
0:00:04.627,464,287,0,0,1,0,0,0
0:00:04.694,465,279,0,0,1,0,0,0
0:00:04.761,465,272,0,0,1,0,0,0
0:00:04.827,464,266,0,0,1,0,0,0
0:00:04.895,463,259,0,0,1,0,0,0
0:00:04.962,460,254,0,0,1,0,0,0
0:00:05.028,457,248,0,0,1,0,0,0
0:00:05.094,453,244,0,0,1,0,0,0
0:00:05.162,449,240,0,0,1,0,0,0
0:00:05.228,443,237,0,0,1,0,0,0
0:00:05.295,438,236,0,0,1,0,0,0
0:00:05.361,431,235,0,0,1,0,0,0
0:00:05.428,427,235,0,0,1,0,0,0
0:00:05.494,421,236,0,0,1,0,0,0
0:00:05.561,415,238,0,0,1,0,0,0
0:00:05.628,408,240,0,0,1,0,0,0
0:00:05.694,403,244,0,0,1,0,0,0
0:00:05.761,397,248,0,0,1,0,0,0
0:00:05.827,391,251,0,0,1,0,0,0
0:00:05.895,385,256,0,0,1,0,0,0
0:00:05.960,381,260,0,0,1,0,0,0
0:00:06.028,376,265,0,0,1,0,0,0
0:00:06.095,371,272,0,0,1,0,0,0
0:00:06.160,367,278,0,0,1,0,0,0
0:00:06.228,364,283,0,0,1,0,0,0
0:00:06.295,360,289,0,0,1,0,0,0
0:00:06.361,359,295,0,0,1,0,0,0
0:00:06.428,356,302,0,0,0,0,1,0
0:00:06.460,355,304,0,0,0,0,1,0
0:00:06.527,353,311,0,0,0,0,1,0
0:00:06.594,350,327,0,0,0,0,1,0
0:00:06.661,348,336,0,0,0,0,1,0
0:00:06.727,348,344,0,0,0,0,1,0
0:00:06.795,347,348,0,0,0,0,1,0
0:00:06.860,347,348,0,0,0,0,1,0
0:00:06.928,347,348,0,0,0,0,1,0
0:00:06.995,348,348,0,0,0,0,1,0
0:00:07.061,347,346,0,0,0,0,1,0
0:00:07.127,347,344,0,0,0,0,1,0
0:00:07.195,348,345,0,0,0,0,1,0
0:00:07.261,350,346,0,0,0,0,1,0
0:00:07.328,352,347,0,0,0,0,1,0
0:00:07.395,354,347,0,0,0,0,1,0
0:00:07.460,357,348,0,0,0,0,1,0
0:00:07.527,360,349,0,0,1,0,0,0
0:00:07.561,361,349,0,0,1,0,0,0
0:00:07.628,367,348,0,0,1,0,0,0
0:00:07.694,374,348,0,0,1,0,0,0
0:00:07.761,381,348,0,0,1,0,0,0
0:00:07.828,391,341,0,0,1,0,0,0
0:00:07.893,401,336,0,0,1,0,0,0
0:00:07.961,407,332,0,0,1,0,0,0
0:00:08.028,414,328,0,0,1,0,0,0
0:00:08.094,420,325,0,0,1,0,0,0
0:00:08.161,428,321,0,0,1,0,0,0
0:00:08.228,433,317,0,0,1,0,0,0
0:00:08.294,439,312,0,0,1,0,0,0
0:00:08.361,445,307,0,0,1,0,0,0
0:00:08.428,449,302,0,0,1,0,0,0
0:00:08.494,453,296,0,0,1,0,0,0
0:00:08.561,457,290,0,0,1,0,0,0
0:00:08.627,461,284,0,0,1,0,0,0
0:00:08.694,465,279,0,0,1,0,0,0
0:00:08.760,468,273,0,0,1,0,0,0
0:00:08.828,470,267,0,0,1,0,0,0
0:00:08.894,471,261,0,0,1,0,0,0
0:00:08.961,471,256,0,0,1,0,0,0
0:00:09.028,470,252,0,0,1,0,0,0
0:00:09.094,467,249,0,0,1,0,0,0
0:00:09.161,464,246,0,0,1,0,0,0
0:00:09.228,460,244,0,0,1,0,0,0
0:00:09.294,455,242,0,0,1,0,0,0
0:00:09.361,451,241,0,0,1,0,0,0
0:00:09.428,447,241,0,0,1,0,0,0
0:00:09.494,441,241,0,0,1,0,0,0
0:00:09.560,436,242,0,0,1,0,0,0
0:00:09.628,430,243,0,0,1,0,0,0
0:00:09.694,425,245,0,0,1,0,0,0
0:00:09.761,419,246,0,0,1,0,0,0
0:00:09.827,413,248,0,0,1,0,0,0
0:00:09.894,407,251,0,0,1,0,0,0
0:00:09.960,401,253,0,0,1,0,0,0
0:00:10.027,394,256,0,0,1,0,0,0
0:00:10.093,388,257,0,0,1,0,0,0
0:00:10.161,382,261,0,0,1,0,0,0
0:00:10.227,376,264,0,0,1,0,0,0
0:00:10.294,370,267,0,0,1,0,0,0
0:00:10.361,363,272,0,0,1,0,0,0
0:00:10.427,358,276,0,0,0,0,1,0
0:00:10.461,355,278,0,0,0,0,1,0
0:00:10.527,349,281,0,0,0,0,1,0
0:00:10.594,344,285,0,0,0,0,1,0
0:00:10.661,338,289,0,0,0,0,1,0
0:00:10.727,332,293,0,0,0,0,1,0
0:00:10.794,326,298,0,0,0,0,1,0
0:00:10.861,320,302,0,0,0,0,1,0
0:00:10.927,314,306,0,0,0,0,1,0
0:00:10.993,309,310,0,0,0,0,1,0
