_ID,0054
Time,Centre position X,Centre position Y,In platform,In nw quad,In ne quad,In sw quad,In se quad,In perimeter
0:00:00.000,,,0,1,0,0,0,0
0:00:00.096,483,210,0,1,0,0,0,0
0:00:00.130,483,210,0,1,0,0,0,0
0:00:00.196,483,208,0,1,0,0,0,0
0:00:00.262,483,207,0,1,0,0,0,0
0:00:00.329,484,206,0,1,0,0,0,0
0:00:00.396,484,205,0,1,0,0,0,0
0:00:00.462,484,204,0,1,0,0,0,0
0:00:00.530,484,202,0,1,0,0,0,0
0:00:00.596,485,201,0,1,0,0,0,0
0:00:00.663,485,200,0,1,0,0,0,0
0:00:00.730,485,200,0,1,0,0,0,0
0:00:00.796,486,199,0,1,0,0,0,0
0:00:00.863,486,198,0,1,0,0,0,0
0:00:00.929,486,198,0,1,0,0,0,0
0:00:00.996,487,197,0,1,0,0,0,0
0:00:01.063,487,196,0,1,0,0,0,0
0:00:01.129,487,196,0,1,0,0,0,0
0:00:01.196,487,195,0,1,0,0,0,0
0:00:01.262,488,194,0,1,0,0,0,0
0:00:01.329,488,194,0,1,0,0,0,0
0:00:01.395,488,193,0,1,0,0,0,0
0:00:01.463,488,192,0,1,0,0,0,0
0:00:01.529,489,192,0,1,0,0,0,0
0:00:01.596,489,191,0,1,0,0,0,0
0:00:01.663,489,191,0,1,0,0,0,0
0:00:01.729,489,190,0,1,0,0,0,0
0:00:01.796,490,190,0,1,0,0,0,0
0:00:01.863,490,190,0,1,0,0,0,0
0:00:01.929,490,189,0,1,0,0,0,0
0:00:01.995,490,189,0,1,0,0,0,0
0:00:02.063,491,188,0,1,0,0,0,0
0:00:02.129,491,188,0,1,0,0,0,0
0:00:02.196,491,187,0,1,0,0,0,0
0:00:02.263,491,187,0,1,0,0,0,0
0:00:02.329,491,186,0,1,0,0,0,0
0:00:02.396,492,186,0,1,0,0,0,0
0:00:02.463,492,186,0,1,0,0,0,0
0:00:02.529,492,186,0,1,0,0,0,0
0:00:02.595,492,185,0,1,0,0,0,0
0:00:02.663,493,185,0,1,0,0,0,0
0:00:02.728,493,185,0,1,0,0,0,0
0:00:02.796,493,185,0,1,0,0,0,0
0:00:02.863,493,184,0,1,0,0,0,0
0:00:02.928,493,184,0,1,0,0,0,0
0:00:02.996,494,184,0,1,0,0,0,0
0:00:03.062,494,183,0,1,0,0,0,0
0:00:03.128,494,183,0,1,0,0,0,0
0:00:03.196,494,183,0,1,0,0,0,0
0:00:03.261,494,182,0,1,0,0,0,0
0:00:03.329,495,182,0,1,0,0,0,0
0:00:03.395,495,182,0,1,0,0,0,0
0:00:03.462,495,182,0,1,0,0,0,0
0:00:03.529,495,182,0,1,0,0,0,0
0:00:03.596,495,181,0,1,0,0,0,0
0:00:03.662,496,181,0,1,0,0,0,0
0:00:03.729,496,181,0,1,0,0,0,0
0:00:03.795,496,181,0,1,0,0,0,0
0:00:03.862,495,181,0,1,0,0,0,0
0:00:03.929,495,182,0,1,0,0,0,0
0:00:03.996,494,183,0,1,0,0,0,0
0:00:04.062,491,185,0,1,0,0,0,0
0:00:04.129,489,185,0,1,0,0,0,0
0:00:04.195,487,186,0,1,0,0,0,0
0:00:04.262,487,188,0,1,0,0,0,0
0:00:04.329,486,190,0,1,0,0,0,0
0:00:04.396,485,194,0,1,0,0,0,0
0:00:04.462,483,198,0,1,0,0,0,0
0:00:04.529,479,202,0,1,0,0,0,0
0:00:04.596,476,205,0,1,0,0,0,0
0:00:04.662,470,209,0,1,0,0,0,0
0:00:04.729,465,210,0,1,0,0,0,0
0:00:04.796,459,210,0,1,0,0,0,0
0:00:04.861,454,210,0,1,0,0,0,0
0:00:04.929,447,210,0,1,0,0,0,0
0:00:04.996,441,210,0,1,0,0,0,0
0:00:05.062,437,210,0,1,0,0,0,0
0:00:05.129,433,208,0,1,0,0,0,0
0:00:05.196,429,205,0,1,0,0,0,0
0:00:05.262,426,202,0,1,0,0,0,0
0:00:05.329,421,197,0,1,0,0,0,0
0:00:05.395,418,193,0,1,0,0,0,0
0:00:05.462,414,188,0,1,0,0,0,0
0:00:05.529,411,183,0,1,0,0,0,0
0:00:05.595,409,178,0,1,0,0,0,0
0:00:05.661,408,173,0,1,0,0,0,0
0:00:05.729,408,168,0,1,0,0,0,0
0:00:05.795,408,163,0,1,0,0,0,0
0:00:05.861,409,158,0,1,0,0,0,0
0:00:05.929,410,154,0,1,0,0,0,0
0:00:05.994,411,150,0,1,0,0,0,0
0:00:06.062,413,144,0,1,0,0,0,0
0:00:06.129,417,141,0,1,0,0,0,0
0:00:06.195,419,139,0,1,0,0,0,0
0:00:06.262,422,138,0,1,0,0,0,0
0:00:06.329,425,137,0,1,0,0,0,0
0:00:06.395,427,138,0,1,0,0,0,0
0:00:06.462,428,141,0,1,0,0,0,0
0:00:06.529,429,143,0,1,0,0,0,0
0:00:06.594,429,146,0,1,0,0,0,0
0:00:06.662,428,150,0,1,0,0,0,0
0:00:06.729,424,159,0,1,0,0,0,0
0:00:06.795,420,163,0,1,0,0,0,0
0:00:06.862,416,166,0,1,0,0,0,0
0:00:06.929,411,169,0,1,0,0,0,0
0:00:06.995,406,171,0,1,0,0,0,0
0:00:07.062,400,173,0,1,0,0,0,0
0:00:07.129,394,175,0,1,0,0,0,0
0:00:07.195,388,177,0,1,0,0,0,0
0:00:07.262,382,180,0,1,0,0,0,0
0:00:07.328,376,182,0,1,0,0,0,0
0:00:07.395,370,184,0,1,0,0,0,0
0:00:07.461,364,187,0,1,0,0,0,0
0:00:07.528,359,190,0,1,0,0,0,0
0:00:07.595,357,192,0,0,0,1,0,0
0:00:07.628,355,194,0,0,0,1,0,0
0:00:07.695,353,198,0,0,0,1,0,0
0:00:07.762,351,202,0,0,0,1,0,0
0:00:07.828,350,207,0,0,0,1,0,0
0:00:07.894,349,210,0,0,0,1,0,0
0:00:07.961,349,215,0,0,0,0,1,0
0:00:07.995,350,217,0,0,0,0,1,0
0:00:08.062,351,223,0,0,0,0,1,0
0:00:08.128,353,228,0,0,0,0,1,0
0:00:08.195,355,233,0,0,0,0,1,0
0:00:08.262,359,238,0,0,1,0,0,0
0:00:08.295,359,241,0,0,1,0,0,0
0:00:08.361,363,246,0,0,1,0,0,0
0:00:08.428,367,249,0,0,1,0,0,0
0:00:08.494,372,253,0,0,1,0,0,0
0:00:08.561,378,257,0,0,1,0,0,0
0:00:08.627,383,260,0,0,1,0,0,0
0:00:08.694,387,262,0,0,1,0,0,0
