_ID,0001
Time,Centre position X,Centre position Y,In platform,In nw quad,In ne quad,In sw quad,In se quad,In perimeter
0:00:00.000,,,0,1,0,0,0,0
0:00:00.109,471,141,0,1,0,0,0,0
0:00:00.142,471,140,0,1,0,0,0,0
0:00:00.208,469,142,0,1,0,0,0,0
0:00:00.275,468,144,0,1,0,0,0,0
0:00:00.342,466,144,0,1,0,0,0,0
0:00:00.409,465,145,0,1,0,0,0,0
0:00:00.475,465,145,0,1,0,0,0,0
0:00:00.542,465,145,0,1,0,0,0,0
0:00:00.609,465,145,0,1,0,0,0,0
0:00:00.674,465,146,0,1,0,0,0,0
0:00:00.741,465,147,0,1,0,0,0,0
0:00:00.809,466,148,0,1,0,0,0,0
0:00:00.875,466,149,0,1,0,0,0,0
0:00:00.942,466,150,0,1,0,0,0,0
0:00:01.009,467,151,0,1,0,0,0,0
0:00:01.075,467,152,0,1,0,0,0,0
0:00:01.142,466,152,0,1,0,0,0,0
0:00:01.209,466,152,0,1,0,0,0,0
0:00:01.275,466,153,0,1,0,0,0,0
0:00:01.342,466,157,0,1,0,0,0,0
0:00:01.409,466,158,0,1,0,0,0,0
0:00:01.475,466,159,0,1,0,0,0,0
0:00:01.542,467,159,0,1,0,0,0,0
0:00:01.609,465,160,0,1,0,0,0,0
0:00:01.675,464,161,0,1,0,0,0,0
0:00:01.741,462,162,0,1,0,0,0,0
0:00:01.808,459,162,0,1,0,0,0,0
0:00:01.875,455,163,0,1,0,0,0,0
0:00:01.942,452,162,0,1,0,0,0,0
0:00:02.009,447,162,0,1,0,0,0,0
0:00:02.075,444,160,0,1,0,0,0,0
0:00:02.142,440,158,0,1,0,0,0,0
0:00:02.208,435,156,0,1,0,0,0,0
0:00:02.275,431,154,0,1,0,0,0,0
0:00:02.342,426,152,0,1,0,0,0,0
0:00:02.408,422,149,0,1,0,0,0,0
0:00:02.475,418,147,0,1,0,0,0,0
0:00:02.542,414,144,0,1,0,0,0,0
0:00:02.607,409,142,0,1,0,0,0,0
0:00:02.675,407,140,0,1,0,0,0,0
0:00:02.742,405,137,0,1,0,0,0,0
0:00:02.808,404,135,0,1,0,0,0,0
0:00:02.875,403,132,0,1,0,0,0,0
0:00:02.942,403,130,0,1,0,0,0,0
0:00:03.007,403,127,0,1,0,0,0,0
0:00:03.074,404,124,0,1,0,0,0,0
0:00:03.142,405,122,0,1,0,0,0,0
0:00:03.208,406,120,0,1,0,0,0,0
0:00:03.275,409,118,0,1,0,0,0,0
0:00:03.342,411,116,0,1,0,0,0,0
0:00:03.408,414,114,0,1,0,0,0,0
0:00:03.475,416,114,0,1,0,0,0,0
0:00:03.542,419,113,0,1,0,0,0,0
0:00:03.608,421,112,0,1,0,0,0,0
0:00:03.675,424,112,0,1,0,0,0,0
0:00:03.742,426,112,0,1,0,0,0,0
0:00:03.808,430,114,0,1,0,0,0,0
0:00:03.875,432,115,0,1,0,0,0,0
0:00:03.941,436,116,0,1,0,0,0,0
0:00:04.008,439,118,0,1,0,0,0,0
0:00:04.075,443,119,0,1,0,0,0,0
0:00:04.141,445,120,0,1,0,0,0,0
0:00:04.208,447,122,0,1,0,0,0,0
0:00:04.274,448,123,0,1,0,0,0,0
0:00:04.341,449,126,0,1,0,0,0,0
0:00:04.408,451,130,0,1,0,0,0,0
0:00:04.475,451,134,0,1,0,0,0,0
0:00:04.541,452,139,0,1,0,0,0,0
0:00:04.608,452,142,0,1,0,0,0,0
0:00:04.675,452,145,0,1,0,0,0,0
0:00:04.741,452,149,0,1,0,0,0,0
0:00:04.808,451,153,0,1,0,0,0,0
0:00:04.875,451,156,0,1,0,0,0,0
0:00:04.941,449,158,0,1,0,0,0,0
0:00:05.007,448,161,0,1,0,0,0,0
0:00:05.074,447,163,0,1,0,0,0,0
0:00:05.141,446,164,0,1,0,0,0,0
0:00:05.208,443,166,0,1,0,0,0,0
0:00:05.275,440,166,0,1,0,0,0,0
0:00:05.341,436,166,0,1,0,0,0,0
0:00:05.407,432,166,0,1,0,0,0,0
0:00:05.473,428,166,0,1,0,0,0,0
0:00:05.540,425,165,0,1,0,0,0,0
0:00:05.608,421,163,0,1,0,0,0,0
0:00:05.674,417,161,0,1,0,0,0,0
0:00:05.741,413,159,0,1,0,0,0,0
0:00:05.808,409,156,0,1,0,0,0,0
0:00:05.875,405,153,0,1,0,0,0,0
0:00:05.941,402,151,0,1,0,0,0,0
0:00:06.008,399,147,0,1,0,0,0,0
0:00:06.074,395,144,0,1,0,0,0,0
0:00:06.141,392,141,0,1,0,0,0,0
0:00:06.208,389,138,0,1,0,0,0,0
0:00:06.272,386,133,0,1,0,0,0,0
0:00:06.341,383,130,0,1,0,0,0,0
0:00:06.408,381,125,0,1,0,0,0,0
0:00:06.473,379,122,0,1,0,0,0,0
0:00:06.541,376,117,0,1,0,0,0,0
0:00:06.608,373,112,0,1,0,0,0,0
0:00:06.674,372,108,0,1,0,0,0,0
0:00:06.741,371,105,0,1,0,0,0,0
0:00:06.807,372,101,0,1,0,0,0,0
0:00:06.874,372,100,0,1,0,0,0,0
0:00:06.941,373,97,0,1,0,0,0,0
0:00:07.007,375,95,0,1,0,0,0,0
0:00:07.074,377,93,0,1,0,0,0,0
0:00:07.141,379,92,0,1,0,0,0,0
0:00:07.207,381,91,0,1,0,0,0,0
0:00:07.274,384,90,0,1,0,0,0,0
0:00:07.341,387,90,0,1,0,0,0,0
0:00:07.408,391,91,0,1,0,0,0,0
0:00:07.473,394,92,0,1,0,0,0,0
0:00:07.541,398,95,0,1,0,0,0,0
0:00:07.608,402,98,0,1,0,0,0,0
0:00:07.673,404,100,0,1,0,0,0,0
0:00:07.741,408,102,0,1,0,0,0,0
0:00:07.808,411,104,0,1,0,0,0,0
0:00:07.874,414,107,0,1,0,0,0,0
0:00:07.940,416,109,0,1,0,0,0,0
0:00:08.008,418,112,0,1,0,0,0,0
0:00:08.074,421,115,0,1,0,0,0,0
0:00:08.141,422,117,0,1,0,0,0,0
0:00:08.208,423,120,0,1,0,0,0,0
0:00:08.274,425,122,0,1,0,0,0,0
0:00:08.341,425,125,0,1,0,0,0,0
0:00:08.407,425,127,0,1,0,0,0,0
0:00:08.474,426,129,0,1,0,0,0,0
0:00:08.540,427,130,0,1,0,0,0,0
0:00:08.607,427,131,0,1,0,0,0,0
0:00:08.674,427,132,0,1,0,0,0,0
0:00:08.741,427,133,0,1,0,0,0,0
0:00:08.807,428,134,0,1,0,0,0,0
0:00:08.874,427,135,0,1,0,0,0,0
0:00:08.941,428,136,0,1,0,0,0,0
0:00:09.007,428,136,0,1,0,0,0,0
0:00:09.074,428,137,0,1,0,0,0,0
0:00:09.141,428,137,0,1,0,0,0,0
0:00:09.207,428,138,0,1,0,0,0,0
0:00:09.274,428,137,0,1,0,0,0,0
0:00:09.341,427,137,0,1,0,0,0,0
0:00:09.407,425,136,0,1,0,0,0,0
0:00:09.473,425,135,0,1,0,0,0,0
0:00:09.541,424,133,0,1,0,0,0,0
0:00:09.607,422,130,0,1,0,0,0,0
0:00:09.674,420,128,0,1,0,0,0,0
0:00:09.741,417,124,0,1,0,0,0,0
0:00:09.806,415,122,0,1,0,0,0,0
0:00:09.874,412,118,0,1,0,0,0,0
0:00:09.941,410,114,0,1,0,0,0,0
0:00:10.007,408,110,0,1,0,0,0,0
0:00:10.074,407,108,0,1,0,0,0,0
0:00:10.140,406,106,0,1,0,0,0,0
0:00:10.207,406,103,0,1,0,0,0,0
0:00:10.274,405,101,0,1,0,0,0,0
0:00:10.341,404,98,0,1,0,0,0,0
0:00:10.407,403,95,0,1,0,0,0,0
0:00:10.473,403,92,0,1,0,0,0,0
0:00:10.540,403,89,0,1,0,0,0,0
0:00:10.607,402,87,0,1,0,0,0,0
0:00:10.674,401,84,0,1,0,0,0,0
0:00:10.740,398,81,0,1,0,0,0,0
0:00:10.807,395,81,0,1,0,0,0,0
0:00:10.874,392,81,0,1,0,0,0,0
0:00:10.939,390,83,0,1,0,0,0,0
0:00:11.006,386,86,0,1,0,0,0,0
0:00:11.074,384,89,0,1,0,0,0,0
0:00:11.140,380,96,0,1,0,0,0,0
0:00:11.207,376,100,0,1,0,0,0,0
0:00:11.273,373,104,0,1,0,0,0,0
0:00:11.340,371,109,0,1,0,0,0,0
0:00:11.407,370,114,0,1,0,0,0,0
0:00:11.474,369,118,0,1,0,0,0,0
0:00:11.540,368,122,0,1,0,0,0,0
0:00:11.607,368,127,0,1,0,0,0,0
0:00:11.674,368,131,0,1,0,0,0,0
