_ID,0032
Time,Centre position X,Centre position Y,In platform,In nw quad,In ne quad,In sw quad,In se quad,In perimeter
0:00:00.000,,,0,1,0,0,0,0
0:00:00.096,467,198,0,1,0,0,0,0
0:00:00.130,465,200,0,1,0,0,0,0
0:00:00.197,463,204,0,1,0,0,0,0
0:00:00.264,462,209,0,1,0,0,0,0
0:00:00.330,462,215,0,0,1,0,0,0
0:00:00.364,462,217,0,0,1,0,0,0
0:00:00.430,464,223,0,0,1,0,0,0
0:00:00.496,466,226,0,0,1,0,0,0
0:00:00.564,471,231,0,0,1,0,0,0
0:00:00.630,474,233,0,0,1,0,0,0
0:00:00.697,479,234,0,0,1,0,0,0
0:00:00.763,484,236,0,0,1,0,0,0
0:00:00.830,489,235,0,0,1,0,0,0
0:00:00.897,492,234,0,0,1,0,0,0
0:00:00.963,495,230,0,0,1,0,0,0
0:00:01.030,496,227,0,0,1,0,0,0
0:00:01.097,497,223,0,0,1,0,0,0
0:00:01.163,496,218,0,0,1,0,0,0
0:00:01.229,494,214,0,0,1,0,0,0
0:00:01.297,487,210,0,1,0,0,0,0
0:00:01.330,483,208,0,1,0,0,0,0
0:00:01.397,477,206,0,1,0,0,0,0
0:00:01.463,470,205,0,1,0,0,0,0
0:00:01.529,464,204,0,1,0,0,0,0
0:00:01.597,457,204,0,1,0,0,0,0
0:00:01.663,450,204,0,1,0,0,0,0
0:00:01.730,443,206,0,1,0,0,0,0
0:00:01.797,437,209,0,1,0,0,0,0
0:00:01.863,431,213,0,0,1,0,0,0
0:00:01.896,428,215,0,0,1,0,0,0
0:00:01.962,424,220,0,0,1,0,0,0
0:00:02.030,422,226,0,0,1,0,0,0
0:00:02.097,420,231,0,0,1,0,0,0
0:00:02.163,419,236,0,0,1,0,0,0
0:00:02.230,417,240,0,0,1,0,0,0
0:00:02.297,416,246,0,0,1,0,0,0
0:00:02.362,416,253,0,0,1,0,0,0
0:00:02.430,415,258,0,0,1,0,0,0
0:00:02.497,416,264,0,0,1,0,0,0
